Scenario,Weight,Algorithm,Time (ms),Expansions,Generations,Open,Quality,Path
6/10 (495289) to (106161),1,A*,39.3323,8328,16976,854,9.93292,4408
6/10 (495289) to (106161),1,CA*,34.0532,8328,16609,640,9.93292,4408
6/10 (495289) to (106161),2,A*,3.93871,759,2344,997,11.0326,4896
6/10 (495289) to (106161),2,CA*,3.13067,758,1638,591,11.0145,4888
6/10 (495289) to (106161),5,A*,2.60288,540,1622,1002,11.33,5028
6/10 (495289) to (106161),5,CA*,2.05846,537,1208,618,11.312,5020
6/10 (495289) to (106161),10,A*,2.52013,519,1577,1002,11.33,5028
6/10 (495289) to (106161),10,CA*,1.95037,516,1169,617,11.312,5020
7/10 (316489) to (22833),1,A*,371.127,61806,107658,1260,9.90101,8684
7/10 (316489) to (22833),1,CA*,353.683,61801,102681,1009,9.90101,8684
7/10 (316489) to (22833),2,A*,296.074,51348,97176,1135,9.90101,8684
7/10 (316489) to (22833),2,CA*,281.091,51342,88458,870,9.90101,8684
7/10 (316489) to (22833),5,A*,217.127,36833,73158,1603,10.2453,8986
7/10 (316489) to (22833),5,CA*,201.276,36840,64354,1142,10.1952,8942
7/10 (316489) to (22833),10,A*,213.589,35936,70219,1607,10.7356,9416
7/10 (316489) to (22833),10,CA*,198.605,35936,62642,1078,10.7037,9388
8/10 (497503) to (21243),1,A*,363.371,60371,115324,1002,9.89913,8708
8/10 (497503) to (21243),1,CA*,328.504,60349,106301,771,9.89913,8708
8/10 (497503) to (21243),2,A*,432.606,67013,136075,1207,10.1992,8972
8/10 (497503) to (21243),2,CA*,383.874,66916,117048,991,10.1811,8956
8/10 (497503) to (21243),5,A*,277.547,45561,94014,1756,10.8154,9514
8/10 (497503) to (21243),5,CA*,252.981,45539,79239,1210,10.8108,9510
8/10 (497503) to (21243),10,A*,261.202,43718,85708,1898,11.818,10396
8/10 (497503) to (21243),10,CA*,242.288,43660,74579,1321,11.7839,10366
9/10 (19910) to (485463),1,A*,276.053,46540,79697,739,9.90005,8690
9/10 (19910) to (485463),1,CA*,255.877,46540,77692,618,9.90005,8690
9/10 (19910) to (485463),2,A*,100.026,19036,38222,1272,10.0185,8794
9/10 (19910) to (485463),2,CA*,89.0498,18835,34804,990,9.99119,8770
9/10 (19910) to (485463),5,A*,44.2175,8211,20571,1718,10.816,9494
9/10 (19910) to (485463),5,CA*,40.4455,8222,15931,1140,10.7044,9396
9/10 (19910) to (485463),10,A*,36.8488,7097,17072,1834,11.2603,9884
9/10 (19910) to (485463),10,CA*,33.345,7108,13815,1202,11.1418,9780
10/10 (149504) to (501487),1,A*,303.187,44832,80924,817,9.92988,7158
10/10 (149504) to (501487),1,CA*,270.813,44818,71486,651,9.92988,7158
10/10 (149504) to (501487),2,A*,145.281,23489,50277,1174,10.1296,7302
10/10 (149504) to (501487),2,CA*,126.234,23387,40586,910,10.0963,7278
10/10 (149504) to (501487),5,A*,115.644,20199,40310,1312,10.8787,7842
10/10 (149504) to (501487),5,CA*,106.185,20195,35437,970,10.79,7778
10/10 (149504) to (501487),10,A*,106.164,19140,37074,1340,10.9509,7894
10/10 (149504) to (501487),10,CA*,98.7733,19146,33710,976,10.8621,7830
1/10 (375198) to (374196),1,A*,0.022541,3,14,11,9.94113,24
1/10 (375198) to (374196),1,CA*,0.012708,3,7,4,9.94113,24
1/10 (375198) to (374196),2,A*,0.017084,3,14,11,9.94113,24
1/10 (375198) to (374196),2,CA*,0.0115,3,7,4,9.94113,24
1/10 (375198) to (374196),5,A*,0.016334,3,14,11,9.94113,24
1/10 (375198) to (374196),5,CA*,0.0125,3,7,4,9.94113,24
1/10 (375198) to (374196),10,A*,0.0165,3,14,11,9.94113,24
1/10 (375198) to (374196),10,CA*,0.011,3,7,4,9.94113,24
2/10 (259337) to (257338),1,A*,0.020125,3,14,11,9.94113,24
2/10 (259337) to (257338),1,CA*,0.014792,3,7,4,9.94113,24
2/10 (259337) to (257338),2,A*,0.016416,3,14,11,9.94113,24
2/10 (259337) to (257338),2,CA*,0.010958,3,7,4,9.94113,24
2/10 (259337) to (257338),5,A*,0.016334,3,14,11,9.94113,24
2/10 (259337) to (257338),5,CA*,0.010584,3,7,4,9.94113,24
2/10 (259337) to (257338),10,A*,0.021042,3,14,11,9.94113,24
2/10 (259337) to (257338),10,CA*,0.010916,3,7,4,9.94113,24
3/10 (302163) to (300161),1,A*,0.01675,3,14,11,9.89949,28
3/10 (302163) to (300161),1,CA*,0.010917,3,7,4,9.89949,28
3/10 (302163) to (300161),2,A*,0.022834,3,14,11,9.89949,28
3/10 (302163) to (300161),2,CA*,0.012333,3,7,4,9.89949,28
3/10 (302163) to (300161),5,A*,0.0175,3,14,11,9.89949,28
3/10 (302163) to (300161),5,CA*,0.011625,3,7,4,9.89949,28
3/10 (302163) to (300161),10,A*,0.019041,3,14,11,9.89949,28
3/10 (302163) to (300161),10,CA*,0.010917,3,7,4,9.89949,28
4/10 (5622) to (124236),1,A*,80.1416,14435,30345,293,9.86744,3490
4/10 (5622) to (124236),1,CA*,73.7478,14432,26454,235,9.86744,3490
4/10 (5622) to (124236),2,A*,38.1052,7104,18823,561,9.86744,3490
4/10 (5622) to (124236),2,CA*,33.3239,7111,13830,428,9.86744,3490
4/10 (5622) to (124236),5,A*,12.2104,2647,5579,634,10.3877,3674
4/10 (5622) to (124236),5,CA*,12.1352,2646,5151,458,10.382,3672
4/10 (5622) to (124236),10,A*,9.53304,2091,4389,642,10.6817,3778
4/10 (5622) to (124236),10,CA*,9.52692,2085,4098,465,10.6365,3762
5/10 (10193) to (203279),1,A*,106.676,20430,36001,487,9.90134,3558
5/10 (10193) to (203279),1,CA*,102.378,20418,34523,407,9.90134,3558
5/10 (10193) to (203279),2,A*,69.1637,12804,26742,627,9.90134,3558
5/10 (10193) to (203279),2,CA*,65.0395,12796,24169,538,9.90134,3558
5/10 (10193) to (203279),5,A*,41.3076,7960,16553,791,10.1128,3634
5/10 (10193) to (203279),5,CA*,39.8302,7972,15006,563,10.085,3624
5/10 (10193) to (203279),10,A*,39.5342,7625,16023,860,10.5748,3800
5/10 (10193) to (203279),10,CA*,38.21,7623,14589,604,10.5303,3784
6/10 (393105) to (91207),1,A*,38.3193,6657,14884,535,9.93304,3530
6/10 (393105) to (91207),1,CA*,32.9866,6633,12868,524,9.93304,3530
6/10 (393105) to (91207),2,A*,8.91692,1690,4591,816,10.6309,3778
6/10 (393105) to (91207),2,CA*,7.46271,1705,3340,569,10.6084,3770
6/10 (393105) to (91207),5,A*,12.5627,2566,5849,858,10.8954,3872
6/10 (393105) to (91207),5,CA*,11.6032,2583,4996,622,10.856,3858
6/10 (393105) to (91207),10,A*,15.7495,3314,7159,907,10.9685,3898
6/10 (393105) to (91207),10,CA*,15.0026,3333,6367,675,10.9685,3898
7/10 (17813) to (476286),1,A*,245.021,36374,69666,366,9.92557,7048
7/10 (17813) to (476286),1,CA*,0.004834,1,1,0,0,0
7/10 (17813) to (476286),2,A*,63.724,11507,24357,1420,10.7931,7664
7/10 (17813) to (476286),2,CA*,0.005667,1,1,0,0,0
7/10 (17813) to (476286),5,A*,41.6725,8396,18754,1549,11.5085,8172
7/10 (17813) to (476286),5,CA*,0.006125,1,1,0,0,0
7/10 (17813) to (476286),10,A*,39.8884,8365,17667,1595,11.6972,8306
7/10 (17813) to (476286),10,CA*,0.005375,1,1,0,0,0
8/10 (1378) to (510301),1,A*,234.139,32996,66584,410,9.91387,7036
8/10 (1378) to (510301),1,CA*,195.988,32993,61657,388,9.9336,7050
8/10 (1378) to (510301),2,A*,40.7286,7839,18225,1630,10.8833,7724
8/10 (1378) to (510301),2,CA*,34.728,7814,14066,1068,10.8579,7706
8/10 (1378) to (510301),5,A*,32.841,6631,15964,1728,11.4863,8152
8/10 (1378) to (510301),5,CA*,31.0765,6646,12220,1125,11.5061,8166
8/10 (1378) to (510301),10,A*,34.272,7023,16333,1765,11.7625,8348
8/10 (1378) to (510301),10,CA*,31.0018,6993,12730,1158,11.6639,8278
9/10 (507300) to (17617),1,A*,273.794,43007,74247,471,9.93566,7038
9/10 (507300) to (17617),1,CA*,244.952,42986,68318,459,9.93566,7038
9/10 (507300) to (17617),2,A*,153.851,25048,49959,839,10.1615,7198
9/10 (507300) to (17617),2,CA*,133.154,24970,40471,645,10.1389,7182
9/10 (507300) to (17617),5,A*,66.0863,11700,26981,1200,11.0848,7852
9/10 (507300) to (17617),5,CA*,60.1764,11700,22729,900,11.0679,7840
9/10 (507300) to (17617),10,A*,54.8456,10039,22004,1306,11.4208,8090
9/10 (507300) to (17617),10,CA*,51.3206,10030,19525,964,11.3671,8052
10/10 (034) to (511180),1,A*,239.952,33148,76272,503,9.93212,6544
10/10 (034) to (511180),1,CA*,196.699,33148,62694,473,9.93212,6544
10/10 (034) to (511180),2,A*,20.1985,3652,9580,1314,10.4178,6864
10/10 (034) to (511180),2,CA*,16.4071,3641,7109,903,10.3571,6824
10/10 (034) to (511180),5,A*,11.7993,2395,5897,1345,10.9885,7240
10/10 (034) to (511180),5,CA*,10.8948,2396,4705,967,10.949,7214
10/10 (034) to (511180),10,A*,10.7312,2146,5214,1366,11.1402,7340
10/10 (034) to (511180),10,CA*,9.40596,2150,4233,987,11.0704,7294
1/10 (105262) to (105264),1,A*,0.023,3,12,9,10,20
1/10 (105262) to (105264),1,CA*,0.011291,3,5,2,10,20
1/10 (105262) to (105264),2,A*,0.015916,3,12,9,10,20
1/10 (105262) to (105264),2,CA*,0.0105,3,5,2,10,20
1/10 (105262) to (105264),5,A*,0.018,3,12,9,10,20
1/10 (105262) to (105264),5,CA*,0.009958,3,5,2,10,20
1/10 (105262) to (105264),10,A*,0.0235,3,12,9,10,20
1/10 (105262) to (105264),10,CA*,0.014125,3,5,2,10,20
2/10 (479247) to (478246),1,A*,0.014417,2,9,7,9.89949,14
2/10 (479247) to (478246),1,CA*,0.011167,2,4,2,9.89949,14
2/10 (479247) to (478246),2,A*,0.013208,2,9,7,9.89949,14
2/10 (479247) to (478246),2,CA*,0.006667,2,4,2,9.89949,14
2/10 (479247) to (478246),5,A*,0.019709,2,9,7,9.89949,14
2/10 (479247) to (478246),5,CA*,0.008458,2,4,2,9.89949,14
2/10 (479247) to (478246),10,A*,0.0155,2,9,7,9.89949,14
2/10 (479247) to (478246),10,CA*,0.008875,2,4,2,9.89949,14
3/10 (171421) to (170421),1,A*,0.010541,2,9,7,10,10
3/10 (171421) to (170421),1,CA*,0.004917,2,2,0,10,10
3/10 (171421) to (170421),2,A*,0.011458,2,9,7,10,10
3/10 (171421) to (170421),2,CA*,0.008917,2,2,0,10,10
3/10 (171421) to (170421),5,A*,0.016458,2,9,7,10,10
3/10 (171421) to (170421),5,CA*,0.008042,2,2,0,10,10
3/10 (171421) to (170421),10,A*,0.013209,2,9,7,10,10
3/10 (171421) to (170421),10,CA*,0.007292,2,2,0,10,10
4/10 (256316) to (250191),1,A*,77.7477,16181,27118,580,9.93411,2988
4/10 (256316) to (250191),1,CA*,75.458,15946,24716,568,9.95406,2994
4/10 (256316) to (250191),2,A*,30.8932,6938,11685,541,9.93411,2988
4/10 (256316) to (250191),2,CA*,29.1699,6863,11016,500,9.95406,2994
4/10 (256316) to (250191),5,A*,23.7077,5169,10539,562,10.8185,3254
4/10 (256316) to (250191),5,CA*,21.927,5132,8473,468,10.8118,3252
4/10 (256316) to (250191),10,A*,20.56,4514,9198,567,11.0844,3334
4/10 (256316) to (250191),10,CA*,18.9806,4473,7461,451,11.0113,3312
5/10 (313170) to (238397),1,A*,54.5276,10995,23046,681,9.91566,2978
5/10 (313170) to (238397),1,CA*,48.9603,10921,20016,496,9.91566,2978
5/10 (313170) to (238397),2,A*,31.039,6307,14996,761,10.6881,3210
5/10 (313170) to (238397),2,CA*,26.6543,6216,11819,479,10.6349,3194
5/10 (313170) to (238397),5,A*,129.998,5854,14273,885,12.0599,3622
5/10 (313170) to (238397),5,CA*,32.323,5857,10734,580,12.0932,3632
5/10 (313170) to (238397),10,A*,31.0774,5898,13879,894,13.0322,3914
5/10 (313170) to (238397),10,CA*,27.3301,5887,10656,587,12.9323,3884
6/10 (289461) to (400237),1,A*,17.3625,3762,8504,638,9.88011,2992
6/10 (289461) to (400237),1,CA*,15.5389,3721,7206,542,9.88011,2992
6/10 (289461) to (400237),2,A*,4.48292,880,2681,691,10.1707,3080
6/10 (289461) to (400237),2,CA*,3.60779,844,1758,382,10.1179,3064
6/10 (289461) to (400237),5,A*,1.84058,346,1138,716,10.7519,3256
6/10 (289461) to (400237),5,CA*,1.45417,352,808,405,10.5405,3192
6/10 (289461) to (400237),10,A*,1.66696,315,1069,718,10.8377,3282
6/10 (289461) to (400237),10,CA*,1.38312,326,761,409,10.7387,3252
7/10 (501192) to (10362),1,A*,344.253,50524,117222,953,9.93152,5962
7/10 (501192) to (10362),1,CA*,281.269,50483,96464,885,9.93152,5962
7/10 (501192) to (10362),2,A*,17.2341,3270,8879,1353,10.4246,6258
7/10 (501192) to (10362),2,CA*,17.0665,3295,6332,868,10.3446,6210
7/10 (501192) to (10362),5,A*,20.988,4101,9042,1366,10.6811,6412
7/10 (501192) to (10362),5,CA*,19.4893,4117,8175,892,10.6345,6384
7/10 (501192) to (10362),10,A*,22.9303,4629,10067,1372,10.9044,6546
7/10 (501192) to (10362),10,CA*,21.9527,4635,9140,899,10.8144,6492
8/10 (487357) to (5152),1,A*,256.393,40657,86912,1379,9.94388,5974
8/10 (487357) to (5152),1,CA*,218.222,40576,77603,1286,9.94388,5974
8/10 (487357) to (5152),2,A*,35.18,6359,17929,1410,10.5364,6330
8/10 (487357) to (5152),2,CA*,29.0999,6372,12431,863,10.5098,6314
8/10 (487357) to (5152),5,A*,31.6047,6509,13715,1417,11.0092,6614
8/10 (487357) to (5152),5,CA*,30.0478,6513,12578,973,10.9825,6598
8/10 (487357) to (5152),10,A*,31.8189,6642,13655,1418,11.0092,6614
8/10 (487357) to (5152),10,CA*,30.6171,6647,12828,977,10.9825,6598
9/10 (121225) to (508245),1,A*,145.137,25568,57116,1200,9.93097,5968
9/10 (121225) to (508245),1,CA*,129.063,25568,46264,1015,9.94096,5974
9/10 (121225) to (508245),2,A*,59.138,10953,27740,1098,10.1074,6074
9/10 (121225) to (508245),2,CA*,49.8928,10876,19783,756,10.0774,6056
9/10 (121225) to (508245),5,A*,36.5977,7966,14834,1109,11.4819,6900
9/10 (121225) to (508245),5,CA*,35.9339,7967,13956,779,11.4719,6894
9/10 (121225) to (508245),10,A*,33.9921,7467,13894,1138,11.625,6986
9/10 (121225) to (508245),10,CA*,33.7747,7462,13088,808,11.5484,6940
10/10 (214175) to (249491),1,A*,70.5907,14107,27093,943,9.9331,4436
10/10 (214175) to (249491),1,CA*,65.6128,14216,24474,687,9.98236,4458
10/10 (214175) to (249491),2,A*,44.9107,9187,18590,937,11.0527,4936
10/10 (214175) to (249491),2,CA*,40.2938,9104,15571,669,11.0348,4928
10/10 (214175) to (249491),5,A*,33.2175,7204,14220,1008,12.0379,5376
10/10 (214175) to (249491),5,CA*,31.9938,7194,12261,731,12.0603,5386
10/10 (214175) to (249491),10,A*,28.4815,6287,12308,1038,12.3649,5522
10/10 (214175) to (249491),10,CA*,27.4763,6259,10767,762,12.3111,5498
1/10 (4027) to (40410),1,A*,0.033708,4,19,15,9.92575,38
1/10 (4027) to (40410),1,CA*,0.022708,4,10,6,9.92575,38
1/10 (4027) to (40410),2,A*,0.028625,4,19,15,9.92575,38
1/10 (4027) to (40410),2,CA*,0.019916,4,10,6,9.92575,38
1/10 (4027) to (40410),5,A*,0.027417,4,19,15,9.92575,38
1/10 (4027) to (40410),5,CA*,0.02525,4,10,6,9.92575,38
1/10 (4027) to (40410),10,A*,0.029792,4,19,15,9.92575,38
1/10 (4027) to (40410),10,CA*,0.02225,4,10,6,9.92575,38
2/10 (229390) to (231392),1,A*,0.023208,3,14,11,9.89949,28
2/10 (229390) to (231392),1,CA*,0.0175,3,7,4,9.89949,28
2/10 (229390) to (231392),2,A*,0.0215,3,14,11,9.89949,28
2/10 (229390) to (231392),2,CA*,0.012958,3,7,4,9.89949,28
2/10 (229390) to (231392),5,A*,0.018917,3,14,11,9.89949,28
2/10 (229390) to (231392),5,CA*,0.014041,3,7,4,9.89949,28
2/10 (229390) to (231392),10,A*,0.025292,3,14,11,9.89949,28
2/10 (229390) to (231392),10,CA*,0.014917,3,7,4,9.89949,28
3/10 (375283) to (376282),1,A*,0.014666,2,9,7,9.89949,14
3/10 (375283) to (376282),1,CA*,0.011125,2,4,2,9.89949,14
3/10 (375283) to (376282),2,A*,0.015125,2,9,7,9.89949,14
3/10 (375283) to (376282),2,CA*,0.013833,2,4,2,9.89949,14
3/10 (375283) to (376282),5,A*,0.013542,2,9,7,9.89949,14
3/10 (375283) to (376282),5,CA*,0.010542,2,4,2,9.89949,14
3/10 (375283) to (376282),10,A*,0.015,2,9,7,9.89949,14
3/10 (375283) to (376282),10,CA*,0.011417,2,4,2,9.89949,14
4/10 (407392) to (40663),1,A*,96.4965,16858,44997,559,9.9527,3798
4/10 (407392) to (40663),1,CA*,83.5602,16835,32673,460,9.9527,3798
4/10 (407392) to (40663),2,A*,15.2402,2687,7943,857,10.2672,3918
4/10 (407392) to (40663),2,CA*,12.4029,2689,5472,587,10.2043,3894
4/10 (407392) to (40663),5,A*,7.19721,1549,3499,857,10.8804,4152
4/10 (407392) to (40663),5,CA*,6.98688,1555,3225,682,10.8175,4128
4/10 (407392) to (40663),10,A*,5.74067,1245,2868,856,10.8804,4152
4/10 (407392) to (40663),10,CA*,5.55054,1251,2635,682,10.8175,4128
5/10 (265142) to (184430),1,A*,53.9351,10532,21220,1013,9.91035,3790
5/10 (265142) to (184430),1,CA*,50.7373,10544,19662,709,9.92604,3796
5/10 (265142) to (184430),2,A*,58.4517,10595,23155,1115,10.2032,3902
5/10 (265142) to (184430),2,CA*,54.3963,10621,20610,788,10.2189,3908
5/10 (265142) to (184430),5,A*,69.0516,11823,24706,1173,11.04,4222
5/10 (265142) to (184430),5,CA*,64.0409,11860,20953,804,11.0714,4234
5/10 (265142) to (184430),10,A*,75.7585,12976,25328,1183,12.5043,4782
5/10 (265142) to (184430),10,CA*,71.0269,12930,22165,812,12.4311,4754
6/10 (552291) to (32595),1,A*,104.467,18040,32025,721,9.91948,3772
6/10 (552291) to (32595),1,CA*,93.3376,18017,30941,671,9.91948,3772
6/10 (552291) to (32595),2,A*,62.0829,10417,21637,914,10.0036,3804
6/10 (552291) to (32595),2,CA*,54.0935,10407,19945,755,10.0036,3804
6/10 (552291) to (32595),5,A*,75.1623,12256,29766,961,10.477,3984
6/10 (552291) to (32595),5,CA*,64.7931,12231,23111,723,10.3928,3952
6/10 (552291) to (32595),10,A*,86.8515,13614,32057,999,10.477,3984
6/10 (552291) to (32595),10,CA*,72.7758,13598,25416,728,10.3928,3952
7/10 (750227) to (97435),1,A*,157.723,25976,55473,1041,9.93952,7578
7/10 (750227) to (97435),1,CA*,132.848,25546,49968,1043,9.95001,7586
7/10 (750227) to (97435),2,A*,13.0265,2435,7113,1774,11.4295,8714
7/10 (750227) to (97435),2,CA*,10.6269,2445,4904,987,11.3456,8650
7/10 (750227) to (97435),5,A*,7.08942,1442,3861,1807,12.0407,9180
7/10 (750227) to (97435),5,CA*,5.95242,1445,2982,1085,12.0276,9170
7/10 (750227) to (97435),10,A*,6.53425,1346,3621,1818,12.3896,9446
7/10 (750227) to (97435),10,CA*,5.56804,1353,2825,1093,12.3713,9432
8/10 (708116) to (61369),1,A*,115.584,19966,40801,1364,9.94831,7578
8/10 (708116) to (61369),1,CA*,100.761,19945,39276,1106,9.94831,7578
8/10 (708116) to (61369),2,A*,11.16,2074,6325,1847,10.8935,8298
8/10 (708116) to (61369),2,CA*,8.99413,2044,4331,1097,10.862,8274
8/10 (708116) to (61369),5,A*,6.12962,1224,3594,1890,11.458,8728
8/10 (708116) to (61369),5,CA*,5.44808,1225,2763,1165,11.4449,8718
8/10 (708116) to (61369),10,A*,5.98021,1145,3403,1900,11.6943,8908
8/10 (708116) to (61369),10,CA*,5.06442,1147,2629,1170,11.6838,8900
9/10 (715142) to (70396),1,A*,133.746,20772,43279,1335,9.94802,7562
9/10 (715142) to (70396),1,CA*,114.682,20752,40952,1025,9.94802,7562
9/10 (715142) to (70396),2,A*,11.5341,2105,6423,1828,10.9925,8356
9/10 (715142) to (70396),2,CA*,9.49817,2124,4474,1063,10.9715,8340
9/10 (715142) to (70396),5,A*,6.17029,1224,3555,1851,11.453,8706
9/10 (715142) to (70396),5,CA*,5.21033,1224,2732,1135,11.4398,8696
9/10 (715142) to (70396),10,A*,5.77121,1144,3364,1862,11.6898,8886
9/10 (715142) to (70396),10,CA*,4.84742,1146,2599,1141,11.6793,8878
10/10 (619357) to (94401),1,A*,179.058,29865,67507,875,9.92752,6394
10/10 (619357) to (94401),1,CA*,162.545,29855,56732,585,9.92752,6394
10/10 (619357) to (94401),2,A*,91.0627,14056,40346,1380,10.5362,6786
10/10 (619357) to (94401),2,CA*,73.8615,14052,27617,858,10.5237,6778
10/10 (619357) to (94401),5,A*,44.9127,8376,18132,1437,11.064,7126
10/10 (619357) to (94401),5,CA*,42.7904,8382,16712,1010,11.0827,7138
10/10 (619357) to (94401),10,A*,40.1718,7809,16170,1427,11.7348,7558
10/10 (619357) to (94401),10,CA*,39.196,7806,15587,1000,11.7224,7550
1/10 (812572) to (813575),1,A*,0.032709,4,17,13,9.95837,34
1/10 (812572) to (813575),1,CA*,0.020792,4,10,6,9.95837,34
1/10 (812572) to (813575),2,A*,0.026375,4,17,13,9.95837,34
1/10 (812572) to (813575),2,CA*,0.020667,4,10,6,9.95837,34
1/10 (812572) to (813575),5,A*,0.024291,4,17,13,9.95837,34
1/10 (812572) to (813575),5,CA*,0.018583,4,10,6,9.95837,34
1/10 (812572) to (813575),10,A*,0.026834,4,17,13,9.95837,34
1/10 (812572) to (813575),10,CA*,0.01725,4,10,6,9.95837,34
2/10 (471298) to (470300),1,A*,0.030875,3,14,11,9.94113,24
2/10 (471298) to (470300),1,CA*,0.016083,3,7,4,9.94113,24
2/10 (471298) to (470300),2,A*,0.024583,3,14,11,9.94113,24
2/10 (471298) to (470300),2,CA*,0.021291,3,7,4,9.94113,24
2/10 (471298) to (470300),5,A*,0.025667,3,14,11,9.94113,24
2/10 (471298) to (470300),5,CA*,0.023667,3,7,4,9.94113,24
2/10 (471298) to (470300),10,A*,0.022417,3,14,11,9.94113,24
2/10 (471298) to (470300),10,CA*,0.015958,3,7,4,9.94113,24
3/10 (339602) to (340600),1,A*,0.021333,3,14,11,9.94113,24
3/10 (339602) to (340600),1,CA*,0.013958,3,7,4,9.94113,24
3/10 (339602) to (340600),2,A*,0.023459,3,14,11,9.94113,24
3/10 (339602) to (340600),2,CA*,0.020666,3,7,4,9.94113,24
3/10 (339602) to (340600),5,A*,0.020875,3,14,11,9.94113,24
3/10 (339602) to (340600),5,CA*,0.017458,3,7,4,9.94113,24
3/10 (339602) to (340600),10,A*,0.020208,3,14,11,9.94113,24
3/10 (339602) to (340600),10,CA*,0.021125,3,7,4,9.94113,24
4/10 (322180) to (149569),1,A*,724.147,99808,192156,1287,9.9062,6456
4/10 (322180) to (149569),1,CA*,641.07,99590,171988,1269,9.9062,6456
4/10 (322180) to (149569),2,A*,138.941,21713,54163,1609,10.5077,6848
4/10 (322180) to (149569),2,CA*,117.088,21618,41257,1214,10.4463,6808
4/10 (322180) to (149569),5,A*,79.3563,14508,33141,1634,13.0794,8524
4/10 (322180) to (149569),5,CA*,73.4236,14482,27708,1257,12.975,8456
4/10 (322180) to (149569),10,A*,67.8435,12618,27990,1750,15.1693,9886
4/10 (322180) to (149569),10,CA*,63.135,12623,23960,1258,14.9514,9744
5/10 (139350) to (666122),1,A*,358.789,45062,96927,1417,9.92335,6434
5/10 (139350) to (666122),1,CA*,274.129,45018,85584,1383,9.92335,6434
5/10 (139350) to (666122),2,A*,28.1333,4753,10473,1226,10.9999,7132
5/10 (139350) to (666122),2,CA*,26.2806,4771,8055,806,10.9876,7124
5/10 (139350) to (666122),5,A*,33.2705,5283,13293,1286,11.185,7252
5/10 (139350) to (666122),5,CA*,30.126,5290,10167,870,11.1726,7244
5/10 (139350) to (666122),10,A*,36.4509,5563,13153,1297,11.185,7252
5/10 (139350) to (666122),10,CA*,32.337,5567,10339,879,11.1726,7244
6/10 (389227) to (286563),1,A*,689.301,78297,139559,1319,9.90822,6446
6/10 (389227) to (286563),1,CA*,477.191,78290,128103,1252,9.90822,6446
6/10 (389227) to (286563),2,A*,151.124,23000,51595,1131,10.1388,6596
6/10 (389227) to (286563),2,CA*,120.502,22992,41951,975,10.1388,6596
6/10 (389227) to (286563),5,A*,70.3718,12671,27728,1307,11.5345,7504
6/10 (389227) to (286563),5,CA*,65.4796,12611,24086,955,11.4515,7450
